<<<<<<< HEAD
Anno;Codice Regione;Descrizione Regione;Codice disciplina;Descrizione disciplina;Tipo di Disciplina;N° Reparti;Posti letto degenza ordinaria;Posti letto degenza a pagamento;Posti letto Day Hospital;Posti letto Day Surgery;Totale posti letto
2013;010;PIEMONTE;75;NEURO-RIABILITAZIONE                    ;RIABILITAZIONE;9;107;0;27;0;134
2013;010;PIEMONTE;76;NEUROCHIRURGIA PEDIATRICA               ;ACUTI;1;8;0;1;0;9
2013;010;PIEMONTE;77;NEFROLOGIA PEDIATRICA                   ;ACUTI;1;7;0;2;0;9
2013;010;PIEMONTE;78;UROLOGIA PEDIATRICA                     ;ACUTI;3;6;0;0;3;9
2013;010;PIEMONTE;97;DETENUTI                                ;ACUTI;5;24;0;0;1;25
2013;010;PIEMONTE;98;DAY SURGERY;ACUTI;34;0;0;0;322;322
2013;020;VALLE D`AOSTA;08;CARDIOLOGIA                             ;ACUTI;1;20;0;1;0;21
2013;020;VALLE D`AOSTA;09;CHIRURGIA GENERALE                      ;ACUTI;1;25;2;0;3;30
2013;020;VALLE D`AOSTA;11;CHIRURGIA PEDIATRICA                    ;ACUTI;1;0;0;0;1;1
2013;020;VALLE D`AOSTA;13;CHIRURGIA TORACICA                      ;ACUTI;1;9;0;0;2;11
2013;020;VALLE D`AOSTA;14;CHIRURGIA VASCOLARE                     ;ACUTI;1;18;0;0;5;23
2013;020;VALLE D`AOSTA;19;MALATTIE ENDOCRINE DEL RICAMBIO E NUTRIZ;ACUTI;1;0;0;1;0;1
2013;020;VALLE D`AOSTA;21;GERIATRIA                               ;ACUTI;2;43;0;4;0;47
2013;020;VALLE D`AOSTA;24;MALATTIE INFETTIVE E TROPICALI          ;ACUTI;1;7;0;1;0;8
2013;020;VALLE D`AOSTA;26;MEDICINA GENERALE                       ;ACUTI;1;51;0;2;0;53
2013;020;VALLE D`AOSTA;29;NEFROLOGIA                              ;ACUTI;1;6;0;1;0;7
2013;020;VALLE D`AOSTA;32;NEUROLOGIA                              ;ACUTI;1;18;0;2;0;20
2013;020;VALLE D`AOSTA;34;OCULISTICA                              ;ACUTI;1;2;0;0;1;3
2013;020;VALLE D`AOSTA;35;ODONTOIATRIA E STOMATOLOGIA             ;ACUTI;1;2;0;0;0;2
2013;020;VALLE D`AOSTA;36;ORTOPEDIA E TRAUMATOLOGIA               ;ACUTI;2;39;0;0;3;42
2013;020;VALLE D`AOSTA;37;OSTETRICIA E GINECOLOGIA                ;ACUTI;1;32;0;0;2;34
2013;020;VALLE D`AOSTA;38;OTORINOLARINGOIATRIA                    ;ACUTI;1;11;0;0;1;12
2013;020;VALLE D`AOSTA;39;PEDIATRIA                               ;ACUTI;1;9;0;2;0;11
2013;020;VALLE D`AOSTA;40;PSICHIATRIA                             ;ACUTI;1;15;0;8;0;23
2013;020;VALLE D`AOSTA;43;UROLOGIA                                ;ACUTI;1;19;0;0;2;21
2013;020;VALLE D`AOSTA;49;TERAPIA INTENSIVA                       ;ACUTI;2;10;0;0;2;12
2013;020;VALLE D`AOSTA;50;UNITA` CORONARICA                       ;ACUTI;1;5;0;0;0;5
2013;020;VALLE D`AOSTA;51;ASTANTERIA                              ;ACUTI;2;24;0;0;0;24
2013;020;VALLE D`AOSTA;56;RECUPERO E RIABILITAZIONE               ;RIABILITAZIONE;2;64;0;1;0;65
2013;020;VALLE D`AOSTA;57;FISIOPATOLOGIA DELLA RIPRODUZIONE UMANA ;ACUTI;1;1;0;0;1;2
2013;020;VALLE D`AOSTA;58;GASTROENTEROLOGIA                       ;ACUTI;1;14;0;1;0;15
2013;020;VALLE D`AOSTA;62;NEONATOLOGIA                            ;ACUTI;1;11;0;0;0;11
2013;020;VALLE D`AOSTA;64;ONCOLOGIA                               ;ACUTI;1;11;0;8;0;19
2013;020;VALLE D`AOSTA;68;PNEUMOLOGIA                             ;ACUTI;1;8;0;1;0;9
2013;020;VALLE D`AOSTA;69;RADIOLOGIA                              ;ACUTI;1;0;0;1;0;1
2013;030;LOMBARDIA;01;ALLERGOLOGIA                            ;ACUTI;1;3;0;2;0;5
2013;030;LOMBARDIA;02;DAY HOSPITAL                            ;ACUTI;21;0;0;99;0;99
2013;030;LOMBARDIA;07;CARDIOCHIRURGIA                         ;ACUTI;23;431;4;5;0;440
2013;030;LOMBARDIA;08;CARDIOLOGIA                             ;ACUTI;86;1724;18;44;0;1786
2013;030;LOMBARDIA;09;CHIRURGIA GENERALE                      ;ACUTI;162;3823;22;19;301;4165
2013;030;LOMBARDIA;10;CHIRURGIA MAXILLO FACCIALE              ;ACUTI;14;134;10;0;25;169
2013;030;LOMBARDIA;11;CHIRURGIA PEDIATRICA                    ;ACUTI;8;104;0;1;14;119
2013;030;LOMBARDIA;12;CHIRURGIA PLASTICA                      ;ACUTI;24;167;1;2;24;194
2013;030;LOMBARDIA;13;CHIRURGIA TORACICA                      ;ACUTI;15;190;0;1;5;196
2013;030;LOMBARDIA;14;CHIRURGIA VASCOLARE                     ;ACUTI;36;434;6;0;28;468
2013;030;LOMBARDIA;18;EMATOLOGIA                              ;ACUTI;20;248;10;33;0;291
2013;030;LOMBARDIA;19;MALATTIE ENDOCRINE DEL RICAMBIO E NUTRIZ;ACUTI;14;41;0;21;0;62
2013;030;LOMBARDIA;20;IMMUNOLOGIA                             ;ACUTI;1;0;0;1;0;1
2013;030;LOMBARDIA;21;GERIATRIA                               ;ACUTI;12;298;0;3;0;301
2013;030;LOMBARDIA;24;MALATTIE INFETTIVE E TROPICALI          ;ACUTI;23;427;1;18;0;446
2013;030;LOMBARDIA;25;MEDICINA DEL LAVORO                     ;ACUTI;5;25;0;4;0;29
2013;030;LOMBARDIA;26;MEDICINA GENERALE                       ;ACUTI;174;5183;93;136;0;5412
2013;030;LOMBARDIA;28;UNITA` SPINALE                          ;RIABILITAZIONE;4;80;0;1;0;81
2013;030;LOMBARDIA;29;NEFROLOGIA                              ;ACUTI;31;362;1;13;0;376
2013;030;LOMBARDIA;30;NEUROCHIRURGIA                          ;ACUTI;26;549;3;1;12;565
2013;030;LOMBARDIA;32;NEUROLOGIA                              ;ACUTI;62;1165;13;27;0;1205
2013;030;LOMBARDIA;33;NEUROPSICHIATRIA INFANTILE              ;ACUTI;11;76;0;24;0;100
2013;030;LOMBARDIA;34;OCULISTICA                              ;ACUTI;74;270;0;22;136;428
2013;030;LOMBARDIA;35;ODONTOIATRIA E STOMATOLOGIA             ;ACUTI;6;4;0;4;12;20
2013;030;LOMBARDIA;36;ORTOPEDIA E TRAUMATOLOGIA               ;ACUTI;135;2955;32;8;190;3185
2013;030;LOMBARDIA;37;OSTETRICIA E GINECOLOGIA                ;ACUTI;95;2410;11;49;231;2701
2013;030;LOMBARDIA;38;OTORINOLARINGOIATRIA                    ;ACUTI;58;714;4;9;55;782
2013;030;LOMBARDIA;39;PEDIATRIA                               ;ACUTI;70;1072;15;84;0;1171
2013;030;LOMBARDIA;40;PSICHIATRIA                             ;ACUTI;54;810;1;50;0;861
2013;030;LOMBARDIA;43;UROLOGIA                                ;ACUTI;74;1165;8;28;70;1271
2013;030;LOMBARDIA;47;GRANDI USTIONATI                        ;ACUTI;1;10;0;0;0;10
2013;030;LOMBARDIA;48;NEFROLOGIA (ABILITATO AL TRAPIANTO RENE);ACUTI;7;110;0;3;0;113
2013;030;LOMBARDIA;49;TERAPIA INTENSIVA                       ;ACUTI;106;816;4;5;0;825
2013;030;LOMBARDIA;50;UNITA` CORONARICA                       ;ACUTI;54;323;0;0;0;323
2013;030;LOMBARDIA;51;ASTANTERIA                              ;ACUTI;6;56;0;0;0;56
2013;030;LOMBARDIA;52;DERMATOLOGIA                            ;ACUTI;13;48;0;16;6;70
2013;030;LOMBARDIA;54;EMODIALISI                              ;ACUTI;1;4;0;0;0;4
2013;030;LOMBARDIA;56;RECUPERO E RIABILITAZIONE               ;RIABILITAZIONE;160;5791;57;94;0;5942
2013;030;LOMBARDIA;58;GASTROENTEROLOGIA                       ;ACUTI;19;199;9;12;0;220
2013;030;LOMBARDIA;60;LUNGODEGENTI                            ;LUNGODEGENZA;66;814;1;0;0;815
2013;030;LOMBARDIA;61;MEDICINA NUCLEARE                       ;ACUTI;6;47;0;0;0;47
2013;030;LOMBARDIA;62;NEONATOLOGIA                            ;ACUTI;34;400;0;4;0;404
2013;030;LOMBARDIA;64;ONCOLOGIA                               ;ACUTI;64;760;1;110;0;871
2013;030;LOMBARDIA;65;ONCOEMATOLOGIA PEDIATRICA               ;ACUTI;3;17;0;8;0;25
2013;030;LOMBARDIA;66;ONCOEMATOLOGIA                          ;ACUTI;1;10;0;0;0;10
2013;030;LOMBARDIA;67;PENSIONANTI                             ;ACUTI;15;0;221;2;0;223
2013;030;LOMBARDIA;68;PNEUMOLOGIA                             ;ACUTI;31;674;6;17;0;697
2013;030;LOMBARDIA;69;RADIOLOGIA                              ;ACUTI;1;0;0;1;0;1
2013;030;LOMBARDIA;70;RADIOTERAPIA                            ;ACUTI;6;59;2;2;0;63
2013;030;LOMBARDIA;71;REUMATOLOGIA                            ;ACUTI;7;55;0;6;0;61
2013;030;LOMBARDIA;73;TERAPIA INTENSIVA NEONATALE             ;ACUTI;20;178;0;0;0;178
2013;030;LOMBARDIA;75;NEURO-RIABILITAZIONE                    ;RIABILITAZIONE;14;395;0;14;0;409
2013;030;LOMBARDIA;98;DAY SURGERY;ACUTI;26;0;0;0;331;331
2013;030;LOMBARDIA;99;CURE PALLIATIVE;ACUTI;18;0;0;33;0;33
2013;041;PROV. AUTON. BOLZANO;08;CARDIOLOGIA                             ;ACUTI;2;33;3;1;0;37
2013;041;PROV. AUTON. BOLZANO;09;CHIRURGIA GENERALE                      ;ACUTI;7;192;4;9;19;224
2013;041;PROV. AUTON. BOLZANO;11;CHIRURGIA PEDIATRICA                    ;ACUTI;1;11;3;0;2;16
2013;041;PROV. AUTON. BOLZANO;14;CHIRURGIA VASCOLARE                     ;ACUTI;2;31;3;1;1;36
2013;041;PROV. AUTON. BOLZANO;18;EMATOLOGIA                              ;ACUTI;1;14;0;6;0;20
2013;041;PROV. AUTON. BOLZANO;19;MALATTIE ENDOCRINE DEL RICAMBIO E NUTRIZ;ACUTI;1;0;0;4;0;4
2013;041;PROV. AUTON. BOLZANO;21;GERIATRIA                               ;ACUTI;2;88;0;3;0;91
2013;041;PROV. AUTON. BOLZANO;24;MALATTIE INFETTIVE E TROPICALI          ;ACUTI;1;14;1;1;0;16
2013;041;PROV. AUTON. BOLZANO;26;MEDICINA GENERALE                       ;ACUTI;12;356;0;21;0;377
2013;041;PROV. AUTON. BOLZANO;29;NEFROLOGIA                              ;ACUTI;1;13;0;1;0;14
2013;041;PROV. AUTON. BOLZANO;30;NEUROCHIRURGIA                          ;ACUTI;1;20;1;0;1;22
2013;041;PROV. AUTON. BOLZANO;32;NEUROLOGIA                              ;ACUTI;3;36;0;7;0;43
2013;041;PROV. AUTON. BOLZANO;34;OCULISTICA                              ;ACUTI;3;12;0;0;20;32
2013;041;PROV. AUTON. BOLZANO;36;ORTOPEDIA E TRAUMATOLOGIA               ;ACUTI;4;192;3;3;7;205
2013;041;PROV. AUTON. BOLZANO;37;OSTETRICIA E GINECOLOGIA                ;ACUTI;7;145;4;5;17;171
2013;041;PROV. AUTON. BOLZANO;38;OTORINOLARINGOIATRIA                    ;ACUTI;3;46;2;3;4;55
2013;041;PROV. AUTON. BOLZANO;39;PEDIATRIA                               ;ACUTI;7;65;0;15;0;80
2013;041;PROV. AUTON. BOLZANO;40;PSICHIATRIA                             ;ACUTI;4;64;0;8;0;72
2013;041;PROV. AUTON. BOLZANO;43;UROLOGIA                                ;ACUTI;3;60;0;1;4;65
2013;041;PROV. AUTON. BOLZANO;49;TERAPIA INTENSIVA                       ;ACUTI;4;36;0;0;0;36
2013;041;PROV. AUTON. BOLZANO;50;UNITA` CORONARICA                       ;ACUTI;2;13;0;1;0;14
2013;041;PROV. AUTON. BOLZANO;51;ASTANTERIA                              ;ACUTI;1;14;0;0;0;14
2013;041;PROV. AUTON. BOLZANO;52;DERMATOLOGIA                            ;ACUTI;3;20;1;3;1;25
2013;041;PROV. AUTON. BOLZANO;56;RECUPERO E RIABILITAZIONE               ;RIABILITAZIONE;8;151;0;8;0;159
2013;041;PROV. AUTON. BOLZANO;58;GASTROENTEROLOGIA                       ;ACUTI;1;22;0;4;0;26
2013;041;PROV. AUTON. BOLZANO;60;LUNGODEGENTI                            ;LUNGODEGENZA;9;171;0;0;0;171
2013;041;PROV. AUTON. BOLZANO;64;ONCOLOGIA                               ;ACUTI;1;0;0;8;0;8
2013;041;PROV. AUTON. BOLZANO;68;PNEUMOLOGIA                             ;ACUTI;1;23;0;1;0;24
2013;041;PROV. AUTON. BOLZANO;73;TERAPIA INTENSIVA NEONATALE             ;ACUTI;1;24;0;0;0;24
2013;041;PROV. AUTON. BOLZANO;75;NEURO-RIABILITAZIONE                    ;RIABILITAZIONE;4;12;0;1;0;13
2013;042;PROV. AUTON. TRENTO;07;CARDIOCHIRURGIA                         ;ACUTI;1;10;0;0;0;10
2013;042;PROV. AUTON. TRENTO;08;CARDIOLOGIA                             ;ACUTI;2;34;0;3;0;37
2013;042;PROV. AUTON. TRENTO;09;CHIRURGIA GENERALE                      ;ACUTI;10;166;0;0;36;202
2013;042;PROV. AUTON. TRENTO;10;CHIRURGIA MAXILLO FACCIALE              ;ACUTI;1;5;0;0;1;6
2013;042;PROV. AUTON. TRENTO;11;CHIRURGIA PEDIATRICA                    ;ACUTI;1;8;0;0;6;14
2013;042;PROV. AUTON. TRENTO;12;CHIRURGIA PLASTICA                      ;ACUTI;1;7;0;0;1;8
2013;042;PROV. AUTON. TRENTO;14;CHIRURGIA VASCOLARE                     ;ACUTI;2;21;0;0;3;24
2013;042;PROV. AUTON. TRENTO;18;EMATOLOGIA                              ;ACUTI;1;10;0;0;0;10
2013;042;PROV. AUTON. TRENTO;21;GERIATRIA                               ;ACUTI;3;134;0;2;0;136
2013;042;PROV. AUTON. TRENTO;24;MALATTIE INFETTIVE E TROPICALI          ;ACUTI;2;23;0;3;0;26
2013;042;PROV. AUTON. TRENTO;26;MEDICINA GENERALE                       ;ACUTI;10;424;0;38;0;462
2013;042;PROV. AUTON. TRENTO;30;NEUROCHIRURGIA                          ;ACUTI;1;12;0;0;0;12
2013;042;PROV. AUTON. TRENTO;32;NEUROLOGIA                              ;ACUTI;2;43;0;2;0;45
2013;042;PROV. AUTON. TRENTO;34;OCULISTICA                              ;ACUTI;2;6;0;0;14;20
2013;042;PROV. AUTON. TRENTO;35;ODONTOIATRIA E STOMATOLOGIA             ;ACUTI;1;0;0;0;2;2
2013;042;PROV. AUTON. TRENTO;36;ORTOPEDIA E TRAUMATOLOGIA               ;ACUTI;6;114;0;0;20;134
2013;042;PROV. AUTON. TRENTO;37;OSTETRICIA E GINECOLOGIA                ;ACUTI;7;128;0;0;14;142
2013;042;PROV. AUTON. TRENTO;38;OTORINOLARINGOIATRIA                    ;ACUTI;2;17;0;0;4;21
2013;042;PROV. AUTON. TRENTO;39;PEDIATRIA                               ;ACUTI;4;31;0;7;0;38
2013;042;PROV. AUTON. TRENTO;40;PSICHIATRIA                             ;ACUTI;3;47;0;0;0;47
2013;042;PROV. AUTON. TRENTO;43;UROLOGIA                                ;ACUTI;1;20;0;0;2;22
2013;042;PROV. AUTON. TRENTO;48;NEFROLOGIA (ABILITATO AL TRAPIANTO RENE);ACUTI;1;20;0;1;0;21
2013;042;PROV. AUTON. TRENTO;49;TERAPIA INTENSIVA                       ;ACUTI;3;29;0;0;0;29
2013;042;PROV. AUTON. TRENTO;50;UNITA` CORONARICA                       ;ACUTI;2;14;0;0;0;14
2013;042;PROV. AUTON. TRENTO;52;DERMATOLOGIA                            ;ACUTI;1;7;0;1;0;8
2013;042;PROV. AUTON. TRENTO;56;RECUPERO E RIABILITAZIONE               ;RIABILITAZIONE;9;313;0;74;0;387
2013;042;PROV. AUTON. TRENTO;58;GASTROENTEROLOGIA                       ;ACUTI;1;8;0;0;2;10
2013;042;PROV. AUTON. TRENTO;60;LUNGODEGENTI                            ;LUNGODEGENZA;6;208;0;0;0;208
2013;042;PROV. AUTON. TRENTO;62;NEONATOLOGIA                            ;ACUTI;1;10;0;0;0;10
2013;042;PROV. AUTON. TRENTO;64;ONCOLOGIA                               ;ACUTI;1;16;0;10;0;26
2013;042;PROV. AUTON. TRENTO;68;PNEUMOLOGIA                             ;ACUTI;3;33;0;5;0;38
2013;042;PROV. AUTON. TRENTO;71;REUMATOLOGIA                            ;ACUTI;1;0;0;5;0;5
2013;042;PROV. AUTON. TRENTO;73;TERAPIA INTENSIVA NEONATALE             ;ACUTI;1;8;0;0;0;8
2013;042;PROV. AUTON. TRENTO;74;RADIOTERAPIA ONCOLOGICA                 ;ACUTI;1;14;0;0;0;14
2013;042;PROV. AUTON. TRENTO;75;NEURO-RIABILITAZIONE                    ;RIABILITAZIONE;1;20;0;0;0;20
2013;042;PROV. AUTON. TRENTO;98;DAY SURGERY;ACUTI;1;0;0;0;19;19
2013;050;VENETO;01;ALLERGOLOGIA                            ;ACUTI;1;0;0;1;0;1
2013;050;VENETO;02;DAY HOSPITAL                            ;ACUTI;2;0;0;13;0;13
2013;050;VENETO;05;ANGIOLOGIA                              ;ACUTI;2;10;0;2;0;12
2013;050;VENETO;06;CARDIOCHIRURGIA PEDIATRICA              ;ACUTI;1;6;0;0;0;6
2013;050;VENETO;07;CARDIOCHIRURGIA                         ;ACUTI;5;140;1;3;0;144
2013;050;VENETO;08;CARDIOLOGIA                             ;ACUTI;34;558;10;55;12;635
2013;050;VENETO;09;CHIRURGIA GENERALE                      ;ACUTI;68;1602;49;96;169;1916
2013;050;VENETO;10;CHIRURGIA MAXILLO FACCIALE              ;ACUTI;9;47;1;12;4;64
2013;050;VENETO;11;CHIRURGIA PEDIATRICA                    ;ACUTI;4;40;0;9;2;51
2013;050;VENETO;12;CHIRURGIA PLASTICA                      ;ACUTI;5;71;1;9;3;84
2013;050;VENETO;13;CHIRURGIA TORACICA                      ;ACUTI;3;44;2;2;0;48
2013;050;VENETO;14;CHIRURGIA VASCOLARE                     ;ACUTI;12;147;0;11;7;165
2013;050;VENETO;15;MEDICINA SPORTIVA                       ;ACUTI;1;1;0;1;0;2
2013;050;VENETO;18;EMATOLOGIA                              ;ACUTI;6;95;3;36;1;135
2013;050;VENETO;19;MALATTIE ENDOCRINE DEL RICAMBIO E NUTRIZ;ACUTI;6;41;0;8;0;49
2013;050;VENETO;21;GERIATRIA                               ;ACUTI;31;1012;11;24;0;1047
2013;050;VENETO;24;MALATTIE INFETTIVE E TROPICALI          ;ACUTI;10;162;2;22;0;186
2013;050;VENETO;25;MEDICINA DEL LAVORO                     ;ACUTI;2;3;0;2;0;5
2013;050;VENETO;26;MEDICINA GENERALE                       ;ACUTI;72;2685;46;113;2;2846
2013;050;VENETO;28;UNITA` SPINALE                          ;RIABILITAZIONE;6;95;0;5;0;100
2013;050;VENETO;29;NEFROLOGIA                              ;ACUTI;17;131;3;10;0;144
2013;050;VENETO;30;NEUROCHIRURGIA                          ;ACUTI;9;218;1;9;1;229
2013;050;VENETO;32;NEUROLOGIA                              ;ACUTI;29;506;9;32;1;548
2013;050;VENETO;33;NEUROPSICHIATRIA INFANTILE              ;ACUTI;1;5;0;1;0;6
2013;050;VENETO;34;OCULISTICA                              ;ACUTI;31;85;0;43;62;190
2013;050;VENETO;35;ODONTOIATRIA E STOMATOLOGIA             ;ACUTI;2;1;0;1;0;2
2013;050;VENETO;36;ORTOPEDIA E TRAUMATOLOGIA               ;ACUTI;56;1360;34;62;124;1580
2013;050;VENETO;37;OSTETRICIA E GINECOLOGIA                ;ACUTI;47;1144;23;68;87;1322
2013;050;VENETO;38;OTORINOLARINGOIATRIA                    ;ACUTI;31;310;10;47;48;415
2013;050;VENETO;39;PEDIATRIA                               ;ACUTI;34;435;7;47;3;492
2013;050;VENETO;40;PSICHIATRIA                             ;ACUTI;40;872;2;48;0;922
2013;050;VENETO;43;UROLOGIA                                ;ACUTI;32;410;15;51;59;535
2013;050;VENETO;47;GRANDI USTIONATI                        ;ACUTI;2;15;0;0;0;15
2013;050;VENETO;48;NEFROLOGIA (ABILITATO AL TRAPIANTO RENE);ACUTI;3;62;0;2;0;64
2013;050;VENETO;49;TERAPIA INTENSIVA                       ;ACUTI;59;466;0;10;1;477
2013;050;VENETO;50;UNITA` CORONARICA                       ;ACUTI;26;192;0;1;0;193
2013;050;VENETO;51;ASTANTERIA                              ;ACUTI;1;24;0;0;0;24
2013;050;VENETO;52;DERMATOLOGIA                            ;ACUTI;8;26;1;19;0;46
2013;050;VENETO;56;RECUPERO E RIABILITAZIONE               ;RIABILITAZIONE;57;1467;6;117;0;1590
2013;050;VENETO;58;GASTROENTEROLOGIA                       ;ACUTI;14;138;0;21;7;166
2013;050;VENETO;60;LUNGODEGENTI                            ;LUNGODEGENZA;42;969;5;3;0;977
2013;050;VENETO;62;NEONATOLOGIA                            ;ACUTI;15;75;0;0;0;75
2013;050;VENETO;64;ONCOLOGIA                               ;ACUTI;31;144;1;166;2;313
2013;050;VENETO;65;ONCOEMATOLOGIA PEDIATRICA               ;ACUTI;2;33;0;12;0;45
2013;050;VENETO;67;PENSIONANTI                             ;ACUTI;2;0;37;0;0;37
2013;050;VENETO;68;PNEUMOLOGIA                             ;ACUTI;16;262;3;17;0;282
2013;050;VENETO;70;RADIOTERAPIA                            ;ACUTI;6;59;1;23;0;83
2013;050;VENETO;71;REUMATOLOGIA                            ;ACUTI;3;26;2;6;0;34
2013;050;VENETO;73;TERAPIA INTENSIVA NEONATALE             ;ACUTI;12;111;0;2;0;113
2013;050;VENETO;75;NEURO-RIABILITAZIONE                    ;RIABILITAZIONE;3;65;0;50;0;115
2013;050;VENETO;76;NEUROCHIRURGIA PEDIATRICA               ;ACUTI;1;1;0;0;0;1
2013;050;VENETO;77;NEFROLOGIA PEDIATRICA                   ;ACUTI;1;7;0;5;0;12
2013;050;VENETO;98;DAY SURGERY;ACUTI;1;0;0;0;16;16
2013;050;VENETO;99;CURE PALLIATIVE;ACUTI;1;0;0;4;0;4
2013;060;FRIULI VENEZIA GIULIA;01;ALLERGOLOGIA                            ;ACUTI;1;0;0;1;0;1
2013;060;FRIULI VENEZIA GIULIA;02;DAY HOSPITAL                            ;ACUTI;2;0;0;12;0;12
2013;060;FRIULI VENEZIA GIULIA;07;CARDIOCHIRURGIA                         ;ACUTI;2;67;2;2;0;71
2013;060;FRIULI VENEZIA GIULIA;08;CARDIOLOGIA                             ;ACUTI;6;112;4;7;0;123
2013;060;FRIULI VENEZIA GIULIA;09;CHIRURGIA GENERALE                      ;ACUTI;25;505;25;69;0;599
2013;060;FRIULI VENEZIA GIULIA;10;CHIRURGIA MAXILLO FACCIALE              ;ACUTI;3;13;3;5;0;21
2013;060;FRIULI VENEZIA GIULIA;11;CHIRURGIA PEDIATRICA                    ;ACUTI;1;8;0;0;2;10
2013;060;FRIULI VENEZIA GIULIA;12;CHIRURGIA PLASTICA                      ;ACUTI;3;35;3;7;0;45
2013;060;FRIULI VENEZIA GIULIA;13;CHIRURGIA TORACICA                      ;ACUTI;2;11;1;3;0;15
2013;060;FRIULI VENEZIA GIULIA;14;CHIRURGIA VASCOLARE                     ;ACUTI;2;28;1;5;0;34
2013;060;FRIULI VENEZIA GIULIA;18;EMATOLOGIA                              ;ACUTI;1;27;1;18;0;46
2013;060;FRIULI VENEZIA GIULIA;19;MALATTIE ENDOCRINE DEL RICAMBIO E NUTRIZ;ACUTI;1;0;0;5;0;5
2013;060;FRIULI VENEZIA GIULIA;21;GERIATRIA                               ;ACUTI;1;24;0;1;0;25
2013;060;FRIULI VENEZIA GIULIA;24;MALATTIE INFETTIVE E TROPICALI          ;ACUTI;2;26;0;9;0;35
2013;060;FRIULI VENEZIA GIULIA;25;MEDICINA DEL LAVORO                     ;ACUTI;1;0;0;10;0;10
2013;060;FRIULI VENEZIA GIULIA;26;MEDICINA GENERALE                       ;ACUTI;33;1280;38;92;0;1410
2013;060;FRIULI VENEZIA GIULIA;28;UNITA` SPINALE                          ;RIABILITAZIONE;2;46;3;1;0;50
2013;060;FRIULI VENEZIA GIULIA;29;NEFROLOGIA                              ;ACUTI;4;40;1;8;0;49
2013;060;FRIULI VENEZIA GIULIA;30;NEUROCHIRURGIA                          ;ACUTI;2;47;2;3;0;52
2013;060;FRIULI VENEZIA GIULIA;32;NEUROLOGIA                              ;ACUTI;5;114;5;9;0;128
2013;060;FRIULI VENEZIA GIULIA;33;NEUROPSICHIATRIA INFANTILE              ;ACUTI;1;4;0;1;0;5
2013;060;FRIULI VENEZIA GIULIA;34;OCULISTICA                              ;ACUTI;10;35;3;21;2;61
2013;060;FRIULI VENEZIA GIULIA;35;ODONTOIATRIA E STOMATOLOGIA             ;ACUTI;2;8;0;2;2;12
2013;060;FRIULI VENEZIA GIULIA;36;ORTOPEDIA E TRAUMATOLOGIA               ;ACUTI;21;420;24;54;2;500
2013;060;FRIULI VENEZIA GIULIA;37;OSTETRICIA E GINECOLOGIA                ;ACUTI;16;336;19;58;4;417
2013;060;FRIULI VENEZIA GIULIA;38;OTORINOLARINGOIATRIA                    ;ACUTI;11;95;8;18;2;123
2013;060;FRIULI VENEZIA GIULIA;39;PEDIATRIA                               ;ACUTI;10;78;2;22;0;102
2013;060;FRIULI VENEZIA GIULIA;40;PSICHIATRIA                             ;ACUTI;3;42;0;2;0;44
2013;060;FRIULI VENEZIA GIULIA;43;UROLOGIA                                ;ACUTI;9;114;3;18;0;135
2013;060;FRIULI VENEZIA GIULIA;49;TERAPIA INTENSIVA                       ;ACUTI;14;104;0;4;0;108
2013;060;FRIULI VENEZIA GIULIA;50;UNITA` CORONARICA                       ;ACUTI;2;16;0;0;0;16
2013;060;FRIULI VENEZIA GIULIA;51;ASTANTERIA                              ;ACUTI;3;15;0;0;0;15
2013;060;FRIULI VENEZIA GIULIA;52;DERMATOLOGIA                            ;ACUTI;5;16;1;12;0;29
2013;060;FRIULI VENEZIA GIULIA;54;EMODIALISI                              ;ACUTI;1;10;0;1;0;11
2013;060;FRIULI VENEZIA GIULIA;56;RECUPERO E RIABILITAZIONE               ;RIABILITAZIONE;10;215;2;3;0;220
2013;060;FRIULI VENEZIA GIULIA;57;FISIOPATOLOGIA DELLA RIPRODUZIONE UMANA ;ACUTI;1;0;0;1;0;1
